dataset,dataset_label,model,model_label,seed,attack,epsilon_255,conditional_robust_accuracy,source_count,sources
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,FGSM,2.0,0.7666666666666667,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,FGSM,4.0,0.7607843137254902,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,FGSM,8.0,0.7607843137254902,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,FGSM,16.0,0.7607843137254902,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,PGD,2.0,0.0,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,PGD,4.0,0.0,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,PGD,8.0,0.00196078431372549,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet101,ResNet-101,seed44,PGD,16.0,0.08431372549019608,1,results/chest_xray_pneumonia/resnet101/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,0.1,0.7422480620155039,2,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,0.15,0.6996124031007752,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,0.2,0.6821705426356589,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,0.25,0.6763565891472868,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,0.5,0.6802325581395349,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,1.0,0.687984496124031,2,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,0.1,0.312015503875969,2,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,0.15,0.11434108527131782,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,0.2,0.03488372093023256,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,0.25,0.015503875968992248,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,0.5,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,1.0,0.0,2,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,2.0,0.7306201550387597,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,4.0,0.7558139534883721,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,8.0,0.7538759689922481,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,FGSM,16.0,0.7538759689922481,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,2.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,4.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,8.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed42,PGD,16.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,0.1,0.7175141242937854,2,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,0.15,0.704331450094162,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,0.2,0.6949152542372882,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,0.25,0.6836158192090396,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,0.5,0.6685499058380414,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,1.0,0.6610169491525424,2,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,0.1,0.3220338983050847,2,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,0.15,0.16760828625235405,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,0.2,0.08097928436911488,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,0.25,0.04519774011299435,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,0.5,0.005649717514124294,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,1.0,0.0,2,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,2.0,0.6817325800376648,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,4.0,0.711864406779661,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,8.0,0.736346516007533,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,FGSM,16.0,0.7269303201506592,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,2.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,4.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,8.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed43,PGD,16.0,0.0018832391713747645,1,results/chest_xray_pneumonia/resnet152/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,0.1,0.7652671755725191,2,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,0.15,0.7347328244274809,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,0.2,0.7194656488549618,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,0.25,0.7099236641221374,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,0.5,0.7022900763358778,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,1.0,0.6965648854961832,2,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,0.1,0.4961832061068702,2,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,0.15,0.3950381679389313,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,0.2,0.3053435114503817,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,0.25,0.22137404580152673,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,0.5,0.07633587786259542,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,1.0,0.011450381679389313,2,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,2.0,0.6927480916030534,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,4.0,0.7175572519083969,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,8.0,0.7423664122137404,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,FGSM,16.0,0.7423664122137404,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,2.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,4.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,8.0,0.0,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,resnet152,ResNet-152,seed44,PGD,16.0,0.07061068702290077,1,results/chest_xray_pneumonia/resnet152/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,0.1,0.9590316573556797,2,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,0.15,0.931098696461825,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,0.2,0.9087523277467412,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,0.25,0.8770949720670391,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,0.5,0.7299813780260708,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,1.0,0.4860335195530726,2,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,0.1,0.9590316573556797,2,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,0.15,0.931098696461825,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,0.2,0.9013035381750466,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,0.25,0.8696461824953445,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,0.5,0.659217877094972,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,1.0,0.18435754189944134,2,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,2.0,0.25884543761638734,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,4.0,0.1527001862197393,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,8.0,0.1154562383612663,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,FGSM,16.0,0.10614525139664804,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,2.0,0.0074487895716946,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,4.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,8.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed42,PGD,16.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed42/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,0.1,0.9731663685152058,2,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,0.15,0.9516994633273703,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,0.2,0.9230769230769231,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,0.25,0.8908765652951699,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,0.5,0.7298747763864043,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,1.0,0.5295169946332737,2,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,0.1,0.9731663685152058,2,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,0.15,0.9445438282647585,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,0.2,0.9141323792486583,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,0.25,0.8855098389982111,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,0.5,0.6869409660107334,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,1.0,0.26654740608228983,2,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,2.0,0.2737030411449016,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,4.0,0.14311270125223613,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,8.0,0.09123434704830054,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,FGSM,16.0,0.06797853309481217,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,2.0,0.005366726296958855,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,4.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,8.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed43,PGD,16.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed43/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,0.1,0.9588014981273408,2,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,0.15,0.947565543071161,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,0.2,0.9232209737827716,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,0.25,0.898876404494382,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,0.5,0.7640449438202247,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,1.0,0.5337078651685393,2,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,0.1,0.9588014981273408,2,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,0.15,0.947565543071161,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,0.2,0.9213483146067416,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,0.25,0.898876404494382,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,0.5,0.7434456928838952,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,1.0,0.3838951310861423,2,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,2.0,0.27902621722846443,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,4.0,0.1647940074906367,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,8.0,0.13295880149812733,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,FGSM,16.0,0.12921348314606743,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,2.0,0.018726591760299626,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,4.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,8.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,deit_small,DeiT-S,seed44,PGD,16.0,0.0,1,results/chest_xray_pneumonia/deit_small/robustness/seed44/robustness_attacks_main_max1024.json
chest_xray_pneumonia,Chest X-ray,convnext_tiny,ConvNeXt-T,seed42,FGSM,0.1,0.8831858407079646,2,results/chest_xray_pneumonia/convnext_tiny/robustness/seed42/robustness_attacks_fine_max1024.json;results/chest_xray_pneumonia/convnext_tiny/robustness/seed42/robustness_attacks_fine_max1024.json
chest_xray_pneumonia,Chest X-ray,convnext_tiny,ConvNeXt-T,seed42,FGSM,0.15,0.8247787610619469,1,results/chest_xray_pneumonia/convnext_tiny/robustness/seed42/robustness_attacks_fine_max1024.json
