dataset,dataset_label,model,model_label,seed,attack,epsilon_255,conditional_robust_accuracy,source_count,sources
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,0.25,0.9209486166007905,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,0.5,0.8527667984189723,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,1.0,0.7835968379446641,2,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,0.1,0.9545454545454546,2,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,0.15,0.900197628458498,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,0.2,0.8399209486166008,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,0.25,0.7223320158102767,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,0.5,0.17094861660079053,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,1.0,0.0009881422924901185,2,results/malaria/resnet18/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,2.0,0.7430830039525692,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,4.0,0.7628458498023716,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,8.0,0.791501976284585,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,FGSM,16.0,0.7835968379446641,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,2.0,0.0,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,4.0,0.0,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,8.0,0.0,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet18,ResNet-18,seed44,PGD,16.0,0.0,1,results/malaria/resnet18/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,0.1,0.9294354838709677,2,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,0.15,0.8891129032258065,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,0.2,0.8457661290322581,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,0.25,0.813508064516129,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,0.5,0.7036290322580645,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,1.0,0.6078629032258065,2,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,0.1,0.8538306451612904,2,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,0.15,0.7016129032258065,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,0.2,0.5181451612903226,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,0.25,0.33669354838709675,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,0.5,0.011088709677419355,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,1.0,0.0,2,results/malaria/resnet34/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,2.0,0.6159274193548387,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,4.0,0.7298387096774194,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,8.0,0.8256048387096774,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,FGSM,16.0,0.8457661290322581,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,2.0,0.0,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,4.0,0.0,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,8.0,0.0,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed42,PGD,16.0,0.0,1,results/malaria/resnet34/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,0.1,0.9022177419354839,2,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,0.15,0.8639112903225806,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,0.2,0.8306451612903226,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,0.25,0.7983870967741935,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,0.5,0.7016129032258065,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,1.0,0.6179435483870968,2,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,0.1,0.8195564516129032,2,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,0.15,0.6733870967741935,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,0.2,0.4566532258064516,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,0.25,0.2872983870967742,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,0.5,0.004032258064516129,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,1.0,0.0,2,results/malaria/resnet34/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,2.0,0.6300403225806451,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,4.0,0.7459677419354839,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,8.0,0.8588709677419355,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,FGSM,16.0,0.8931451612903226,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,2.0,0.0,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,4.0,0.0,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,8.0,0.0,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed43,PGD,16.0,0.0,1,results/malaria/resnet34/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,0.1,0.96751968503937,2,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,0.15,0.9488188976377953,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,0.2,0.9320866141732284,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,0.25,0.9163385826771654,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,0.5,0.8681102362204725,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,1.0,0.8366141732283464,2,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,0.1,0.9242125984251969,2,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,0.15,0.8307086614173228,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,0.2,0.7086614173228346,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,0.25,0.5708661417322834,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,0.5,0.10236220472440945,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,1.0,0.000984251968503937,2,results/malaria/resnet34/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,2.0,0.8198818897637795,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,4.0,0.8316929133858267,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,8.0,0.812992125984252,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,FGSM,16.0,0.7431102362204725,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,2.0,0.0,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,4.0,0.0,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,8.0,0.0,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet34,ResNet-34,seed44,PGD,16.0,0.0,1,results/malaria/resnet34/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,0.1,0.907258064516129,2,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,0.15,0.8830645161290323,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,0.2,0.8588709677419355,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,0.25,0.8397177419354839,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,0.5,0.7721774193548387,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,1.0,0.7631048387096774,2,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,0.1,0.7429435483870968,2,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,0.15,0.5413306451612904,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,0.2,0.3316532258064516,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,0.25,0.18951612903225806,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,0.5,0.007056451612903226,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,1.0,0.0,2,results/malaria/resnet50/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,2.0,0.8145161290322581,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,4.0,0.8689516129032258,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,8.0,0.8286290322580645,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,FGSM,16.0,0.7237903225806451,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,2.0,0.0,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,4.0,0.0,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,8.0,0.0,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed42,PGD,16.0,0.0,1,results/malaria/resnet50/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,0.1,0.9127382146439318,2,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,0.15,0.8746238716148446,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,0.2,0.8445336008024072,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,0.25,0.8214643931795386,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,0.5,0.7512537612838516,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,1.0,0.7321965897693079,2,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,0.1,0.7542627883650953,2,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,0.15,0.5195586760280843,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,0.2,0.2958876629889669,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,0.25,0.1765295887662989,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,0.5,0.00802407221664995,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,1.0,0.0,2,results/malaria/resnet50/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,2.0,0.7893681043129388,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,4.0,0.8776328986960883,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,8.0,0.917753259779338,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,FGSM,16.0,0.9137412236710131,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,2.0,0.0,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,4.0,0.0,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,8.0,0.0,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed43,PGD,16.0,0.0,1,results/malaria/resnet50/robustness/seed43/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,0.1,0.9070227497527201,2,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,0.15,0.8793273986152325,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,0.2,0.8526211671612265,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,0.25,0.8288822947576657,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,0.5,0.7705242334322453,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,1.0,0.7655786350148368,2,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,0.1,0.7566765578635015,2,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,0.15,0.5588526211671613,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,0.2,0.3649851632047478,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,0.25,0.20178041543026706,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,0.5,0.004945598417408506,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,1.0,0.0,2,results/malaria/resnet50/robustness/seed44/robustness_attacks_fine_max1024.json;results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,2.0,0.8259149357072205,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,4.0,0.8793273986152325,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,8.0,0.857566765578635,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,FGSM,16.0,0.7151335311572701,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,2.0,0.0,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,4.0,0.0,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,8.0,0.0,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet50,ResNet-50,seed44,PGD,16.0,0.0,1,results/malaria/resnet50/robustness/seed44/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,0.1,0.9345417925478349,2,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,0.15,0.919436052366566,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,0.2,0.8982880161127895,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,0.25,0.8831822759315207,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,0.5,0.8449144008056395,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,1.0,0.8398791540785498,2,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,0.1,0.7421953675730111,2,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,0.15,0.5780463242698892,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,0.2,0.4310171198388721,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,0.25,0.30916414904330314,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,0.5,0.059415911379657606,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,1.0,0.0030211480362537764,2,results/malaria/resnet101/robustness/seed42/robustness_attacks_fine_max1024.json;results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,2.0,0.8851963746223565,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,4.0,0.9174219536757301,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,8.0,0.8972809667673716,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,FGSM,16.0,0.7784491440080564,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,2.0,0.0,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,4.0,0.0,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,8.0,0.0,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed42,PGD,16.0,0.0,1,results/malaria/resnet101/robustness/seed42/robustness_attacks_main_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed43,FGSM,0.1,0.8779011099899092,2,results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json;results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed43,FGSM,0.15,0.8446014127144299,1,results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed43,FGSM,0.2,0.8032290615539859,1,results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed43,FGSM,0.25,0.7800201816347124,1,results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json
malaria,Malaria,resnet101,ResNet-101,seed43,FGSM,0.5,0.739656912209889,1,results/malaria/resnet101/robustness/seed43/robustness_attacks_fine_max1024.json
